,Name,Stocktype,Mileage_(Miles),Price,Ext_color,Int_color,Transmission,Body_style,Model_Year,Car_Age_Year,Car_Make,Car_Model,Car_Trim
192,2017 Nissan Altima 2.5 SV,Used,"60,268 mi.",12990,Silver,Gray,CVT,Sedan,2017-01-01,3.46,Nissan,Altima,SV
193,2016 Dodge Dart SXT/Rallye,Used,"51,811 mi.",10998,Black,Black,Automatic,Sedan,2016-01-01,4.46,Dodge,Dart,SXT/Rallye
194,2010 BMW 128 i,Used,"32,624 mi.",13990,Red,Beige,Automatic,Convertible,2010-01-01,10.47,BMW,128,i
195,2016 GMC Terrain SLE-1,Used,"108,362 mi.",10890,White,Black,Automatic,SUV,2016-01-01,4.46,GMC,Terrain,SLE-1
196,2016 Ford Fusion S,Used,"82,196 mi.",8790,Red,Gray,Automatic,Sedan,2016-01-01,4.46,Ford,Fusion,S
197,2013 Dodge Challenger SXT,Used,"69,441 mi.",11995,White,Gray,Automatic,Coupe,2013-01-01,7.46,Dodge,Challenger,SXT
198,2008 Scion xB,Used,"42,695 mi.",9990,Blue,Gray,Automatic,Wagon,2008-01-01,12.47,Scion,xB,xB
199,2016 Dodge Grand Caravan SXT,Used,"70,913 mi.",11890,Silver,Beige,Automatic,Minivan,2016-01-01,4.46,Dodge,Grand,SXT
200,2018 Subaru Legacy 2.5i Premium,Used,"21,609 mi.",14491,Silver,Black,CVT,Sedan,2018-01-01,2.46,Subaru,Legacy,Premium
201,2010 Kia Rio LX,Used,"74,335 mi.",4701,Silver,Gray,Manual,Sedan,2010-01-01,10.47,Kia,Rio,LX
202,2014 Subaru Forester 2.5i Premium,Used,"94,113 mi.",9991,Brown,Gray,CVT,SUV,2014-01-01,6.46,Subaru,Forester,Premium
203,2016 Nissan Sentra S,Used,"98,367 mi.",9312,White,Gray,CVT,Sedan,2016-01-01,4.46,Nissan,Sentra,S
204,2010 Dodge Journey SXT,Used,"118,983 mi.",6995,Gold,Beige,Automatic,SUV,2010-01-01,10.47,Dodge,Journey,SXT
205,2011 BMW 328 i,Used,"96,803 mi.",7995,Black,Black,Automatic,Sedan,2011-01-01,9.47,BMW,328,i
206,2014 Chevrolet Malibu 1LS,Used,"82,461 mi.",9988,Silver,Gray,Automatic,Sedan,2014-01-01,6.46,Chevrolet,Malibu,1LS
207,2018 Nissan Sentra S,Used,"35,439 mi.",11838,Silver,Gray,CVT,Sedan,2018-01-01,2.46,Nissan,Sentra,S
208,2016 Buick Encore Premium,Used,"72,096 mi.",14191,White,Gray,Automatic,SUV,2016-01-01,4.46,Buick,Encore,Premium
209,2018 Chevrolet Malibu LT,Used,"46,091 mi.",13996,Gray,Black,Automatic,Sedan,2018-01-01,2.46,Chevrolet,Malibu,LT
210,2006 Nissan Xterra S,Used,"92,458 mi.",10788,Black,Gray,Automatic,SUV,2006-01-01,14.47,Nissan,Xterra,S
211,2018 Nissan Sentra S,Used,"35,839 mi.",11237,White,Gray,CVT,Sedan,2018-01-01,2.46,Nissan,Sentra,S
212,2019 Hyundai Accent SE,Used,"20,727 mi.",12511,Other,Black,Automatic,Sedan,2019-01-01,1.46,Hyundai,Accent,SE
213,2018 Nissan Sentra S,Used,"51,946 mi.",10699,Silver,Black,CVT,Sedan,2018-01-01,2.46,Nissan,Sentra,S
214,2009 Ford Focus SE,Used,"82,558 mi.",5995,Gray,Gray,Automatic,Sedan,2009-01-01,11.47,Ford,Focus,SE
215,2006 Toyota Camry Solara SE Sport,Used,"72,973 mi.",7995,Red,Black,Automatic,Coupe,2006-01-01,14.47,Toyota,Camry,Sport
216,2013 Dodge Grand Caravan Crew,Used,"127,162 mi.",7450,Other,Other,Automatic,Minivan,2013-01-01,7.46,Dodge,Grand,Crew
217,2016 FIAT 500X Trekking Plus,Used,"28,500 mi.",13500,Red,Brown,Automatic,SUV,2016-01-01,4.46,FIAT,500X,Plus
218,2010 Chevrolet Traverse LTZ,Used,"82,608 mi.",10995,Gray,Black,Automatic,SUV,2010-01-01,10.47,Chevrolet,Traverse,LTZ
219,2016 Dodge Dart SXT Sport,Used,"89,368 mi.",9291,Black,Black,Manual,Sedan,2016-01-01,4.46,Dodge,Dart,Sport
220,2014 Ford Fusion Titanium,Used,"57,924 mi.",10493,Silver,Red,Automatic,Sedan,2014-01-01,6.46,Ford,Fusion,Titanium
221,2008 Subaru Impreza WRX,Used,"131,732 mi.",11992,White,Black,Automatic,Hatchback,2008-01-01,12.47,Subaru,Impreza,WRX
222,2015 Chevrolet Impala Limited LS,Used,"40,175 mi.",8775,White,Black,Automatic,Sedan,2015-01-01,5.46,Chevrolet,Impala,LS
223,2009 Subaru Tribeca Special Edition 7-Passenger,Used,"128,998 mi.",9491,Blue,Gray,Automatic,SUV,2009-01-01,11.47,Subaru,Tribeca,7-Passenger
224,2019 Nissan Altima 2.5 S,Used,"32,471 mi.",14990,Gray,Gray,CVT,Sedan,2019-01-01,1.46,Nissan,Altima,S
225,2016 Dodge Journey SE,Used,"37,406 mi.",11990,White,Black,Automatic,SUV,2016-01-01,4.46,Dodge,Journey,SE
226,2018 FIAT 500 Lounge,Used,"3,403 mi.",13998,White,Black,Automatic,Hatchback,2018-01-01,2.46,FIAT,500,Lounge
227,2015 Volvo S60 T5 Premier,Used,"50,643 mi.",13800,Silver,Black,Automatic,Sedan,2015-01-01,5.46,Volvo,S60,Premier
228,2016 Ford Fusion SE,Used,"27,240 mi.",14780,Black,Black,Automatic,Sedan,2016-01-01,4.46,Ford,Fusion,SE
229,2011 Volvo XC70 3.2,Used,"91,564 mi.",9499,Brown,Beige,Automatic,Wagon,2011-01-01,9.47,Volvo,XC70,3.2
230,2018 Ford Fusion Hybrid SE,Used,"79,741 mi.",11650,White,Black,CVT,Sedan,2018-01-01,2.46,Ford,Fusion,SE
231,2019 Ford Fusion Hybrid SE,Used,"42,618 mi.",14370,Black,Black,CVT,Sedan,2019-01-01,1.46,Ford,Fusion,SE
232,2018 Subaru Impreza 2.0i Premium,Used,"15,329 mi.",15000,Blue,Black,CVT,Hatchback,2018-01-01,2.46,Subaru,Impreza,Premium
233,2013 Lexus CT 200h Base,Used,"68,331 mi.",12899,Gray,Other,CVT,Hatchback,2013-01-01,7.46,Lexus,CT,Base
234,2016 Nissan Sentra SV,Used,"12,090 mi.",10950,Silver,Gray,CVT,Sedan,2016-01-01,4.46,Nissan,Sentra,SV
235,2016 Jeep Patriot Sport,Used,"56,236 mi.",11804,White,Gray,Automatic,SUV,2016-01-01,4.46,Jeep,Patriot,Sport
236,2014 Honda CR-V LX,Used,"40,000 mi.",10800,Red,Gray,Automatic,SUV,2014-01-01,6.46,Honda,CR-V,LX
237,2018 FIAT 500 Lounge,Used,"4,326 mi.",11950,White,Black,Automatic,Hatchback,2018-01-01,2.46,FIAT,500,Lounge
238,2010 Subaru Forester 2.5X Limited,Used,"132,277 mi.",11999,White,Gray,Automatic,SUV,2010-01-01,10.47,Subaru,Forester,Limited
239,2004 Acura TSX,Used,"127,175 mi.",6771,Black,Black,Automatic,Sedan,2004-01-01,16.47,Acura,TSX,TSX
240,2016 Dodge Dart SXT,Used,"14,311 mi.",11888,Other,Black,Automatic,Sedan,2016-01-01,4.46,Dodge,Dart,SXT
241,2008 BMW 528 i,Used,"80,241 mi.",7500,Silver,Gray,Automatic,Sedan,2008-01-01,12.47,BMW,528,i
242,2018 Jeep Compass Sport,Used,"47,557 mi.",11995,Gray,Black,Manual,SUV,2018-01-01,2.46,Jeep,Compass,Sport
243,2015 Nissan Rogue SV,Used,"41,197 mi.",14995,Gray,Gray,CVT,SUV,2015-01-01,5.46,Nissan,Rogue,SV
244,2014 Cadillac ATS 2.5L Luxury,Used,"69,826 mi.",12995,Gray,Black,Automatic,Sedan,2014-01-01,6.46,Cadillac,ATS,Luxury
245,2018 Nissan Sentra SV,Used,"45,047 mi.",12608,Silver,Gray,Automatic,Sedan,2018-01-01,2.46,Nissan,Sentra,SV
246,2005 Ford F-250 Super Duty,Used,"216,025 mi.",9995,Blue,Gray,Automatic,Crew Cab Pickup,2005-01-01,15.47,Ford,F-250,Duty
247,2011 Ford Expedition Limited,Used,"117,099 mi.",12995,Gray,Gray,Automatic,SUV,2011-01-01,9.47,Ford,Expedition,Limited
248,2016 Audi A3 1.8T Premium,Used,"59,637 mi.",13995,White,Black,Automatic,Sedan,2016-01-01,4.46,Audi,A3,Premium
249,2016 Chevrolet Spark EV 1LT,Used,"23,150 mi.",9995,Blue,Blue,Automatic,Hatchback,2016-01-01,4.46,Chevrolet,Spark,1LT
251,2014 Dodge Journey SXT,Used,"75,243 mi.",12995,Silver,Black,Automatic,SUV,2014-01-01,6.46,Dodge,Journey,SXT
252,2010 Mazda MazdaSpeed3 Sport,Used,"123,022 mi.",8995,Black,Black,Manual,Hatchback,2010-01-01,10.47,Mazda,MazdaSpeed3,Sport
253,2019 Kia Optima LX,Used,"33,217 mi.",14598,Gray,Black,Automatic,Sedan,2019-01-01,1.46,Kia,Optima,LX
254,2015 Ford Fusion SE,Used,"96,358 mi.",8990,White,Other,Automatic,Sedan,2015-01-01,5.46,Ford,Fusion,SE
255,2015 Chevrolet Express 2500 Work Van,Used,"129,730 mi.",11495,White,Gray,Automatic,Cargo Van,2015-01-01,5.46,Chevrolet,Express,Van
256,2016 Jeep Compass Latitude,Used,"70,446 mi.",12990,Red,Gray,Automatic,SUV,2016-01-01,4.46,Jeep,Compass,Latitude
257,2016 Volkswagen e-Golf SE,Used,"19,655 mi.",12870,Silver,Black,Automatic,Hatchback,2016-01-01,4.46,Volkswagen,e-Golf,SE
258,2015 Jeep Patriot Sport,Used,"23,029 mi.",10999,Gray,Gray,Manual,SUV,2015-01-01,5.46,Jeep,Patriot,Sport
259,2018 Nissan Sentra SR,Used,"35,976 mi.",13995,Blue,Other,CVT,Sedan,2018-01-01,2.46,Nissan,Sentra,SR
260,2016 Ford Focus Electric Base,Used,"17,555 mi.",12974,Black,Gray,Automatic,Hatchback,2016-01-01,4.46,Ford,Focus,Base
261,2014 FIAT 500L Pop,Used,"83,821 mi.",6995,Black,Other,Manual,Hatchback,2014-01-01,6.46,FIAT,500L,Pop
262,2017 Chevrolet Equinox LT,Used,"53,559 mi.",14763,Black,Black,Automatic,SUV,2017-01-01,3.46,Chevrolet,Equinox,LT
263,2013 Volkswagen Jetta SportWagen TDI,Used,"43,870 mi.",12985,White,Black,Automatic,Wagon,2013-01-01,7.46,Volkswagen,Jetta,TDI
264,2014 Chrysler 200 Touring,Used,"61,206 mi.",9995,White,Other,Automatic,Convertible,2014-01-01,6.46,Chrysler,200,Touring
265,2014 Hyundai Sonata Limited,Used,"56,477 mi.",10990,White,Beige,Automatic,Sedan,2014-01-01,6.46,Hyundai,Sonata,Limited
266,2017 Buick Encore Preferred,Used,"26,203 mi.",13990,Gray,Black,Automatic,SUV,2017-01-01,3.46,Buick,Encore,Preferred
267,2008 Ford Edge SEL,Used,"103,800 mi.",6200,Black,Other,Automatic,SUV,2008-01-01,12.47,Ford,Edge,SEL
268,2012 Honda Civic LX,Used,"75,058 mi.",8990,Red,Beige,Automatic,Sedan,2012-01-01,8.47,Honda,Civic,LX
269,2016 Jeep Renegade Sport,Used,"49,942 mi.",13987,Black,Other,Automatic,SUV,2016-01-01,4.46,Jeep,Renegade,Sport
270,2018 Buick Encore Preferred,Used,"19,598 mi.",14990,Black,Black,Automatic,SUV,2018-01-01,2.46,Buick,Encore,Preferred
271,2016 Nissan Altima 2.5 S,Used,"57,083 mi.",12998,White,Beige,CVT,Sedan,2016-01-01,4.46,Nissan,Altima,S
272,2006 Hummer H2,Used,"206,150 mi.",11605,Red,Black,Automatic,SUV,2006-01-01,14.47,Hummer,H2,H2
273,2015 GMC Terrain SLT-1,Used,"83,461 mi.",13995,Gray,Black,Automatic,SUV,2015-01-01,5.46,GMC,Terrain,SLT-1
274,2010 Lexus RX 350 Base,Used,"150,103 mi.",9795,Gray,Beige,Automatic,SUV,2010-01-01,10.47,Lexus,RX,Base
275,2017 Volkswagen Passat 1.8T SE w/Technology,Used,"44,045 mi.",13695,Gray,Black,Automatic,Sedan,2017-01-01,3.46,Volkswagen,Passat,w/Technology
276,2018 Hyundai Elantra SE,Used,"33,399 mi.",12645,White,Gray,Automatic,Sedan,2018-01-01,2.46,Hyundai,Elantra,SE
277,2014 Hyundai Sonata Hybrid Base,Used,"75,618 mi.",10334,Silver,Gray,Automatic,Sedan,2014-01-01,6.46,Hyundai,Sonata,Base
278,2016 Chrysler Town & Country Touring,Used,"73,773 mi.",14998,Black,Black,Automatic,Minivan,2016-01-01,4.46,Chrysler,Town,Touring
279,2012 Hyundai Veloster Base,Used,"100,836 mi.",7545,Blue,Black,Automatic,Hatchback,2012-01-01,8.47,Hyundai,Veloster,Base
280,2014 Nissan Rogue SV,Used,"52,675 mi.",13995,Silver,Gray,CVT,SUV,2014-01-01,6.46,Nissan,Rogue,SV
281,2009 BMW X6 xDrive50i,Used,"82,330 mi.",13988,Gray,Beige,Automatic,SUV,2009-01-01,11.47,BMW,X6,xDrive50i
282,2017 FIAT 500 Pop,Used,"30,088 mi.",8988,White,Black,Automatic,Hatchback,2017-01-01,3.46,FIAT,500,Pop
283,2019 Chevrolet Cruze LT,Used,"34,184 mi.",13941,Silver,Black,Automatic,Sedan,2019-01-01,1.46,Chevrolet,Cruze,LT
284,2012 Volkswagen Jetta SportWagen TDI,Used,"57,872 mi.",11880,White,Black,Automatic,Wagon,2012-01-01,8.47,Volkswagen,Jetta,TDI
285,2015 Chrysler 200 Limited,Used,"71,082 mi.",11600,Red,Black,Automatic,Sedan,2015-01-01,5.46,Chrysler,200,Limited
286,2018 Nissan Sentra S,Used,"25,435 mi.",13499,Black,Gray,CVT,Sedan,2018-01-01,2.46,Nissan,Sentra,S
287,2013 Ford Escape SEL,Used,"60,057 mi.",13977,Black,Black,Automatic,SUV,2013-01-01,7.46,Ford,Escape,SEL
288,2011 Ford Escape XLT,Used,"137,288 mi.",6990,Gray,Other,Automatic,SUV,2011-01-01,9.47,Ford,Escape,XLT
289,2014 Dodge Dart SXT,Used,"49,832 mi.",8990,Red,Black,Automatic,Sedan,2014-01-01,6.46,Dodge,Dart,SXT
290,2015 Nissan Altima 2.5 S,Used,"87,817 mi.",9990,Red,Gray,CVT,Sedan,2015-01-01,5.46,Nissan,Altima,S
291,2009 Nissan Titan PRO-4X,Used,"78,060 mi.",14990,White,Gray,Automatic,Extended Cab Pickup,2009-01-01,11.47,Nissan,Titan,PRO-4X
292,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Used,"41,472 mi.",11490,Silver,Black,Manual,Sedan,2014-01-01,6.46,Volkswagen,Passat,w/Sunroof
293,2017 Chevrolet Equinox 2FL,Used,"61,011 mi.",14890,Black,Black,Automatic,SUV,2017-01-01,3.46,Chevrolet,Equinox,2FL
294,2014 Hyundai Elantra SE,Used,"59,207 mi.",11998,Black,Gray,Automatic,Sedan,2014-01-01,6.46,Hyundai,Elantra,SE
295,2015 Nissan Altima 2.5 S,Used,"62,649 mi.",11998,Red,Black,CVT,Sedan,2015-01-01,5.46,Nissan,Altima,S
296,2010 Chevrolet Equinox LT,Used,"115,403 mi.",7995,Black,Black,Automatic,SUV,2010-01-01,10.47,Chevrolet,Equinox,LT
297,2018 FIAT 500 Lounge,Used,"3,380 mi.",13998,White,Black,Automatic,Hatchback,2018-01-01,2.46,FIAT,500,Lounge
298,2016 Ford Fusion SE,Used,"46,643 mi.",12998,Gray,Beige,Automatic,Sedan,2016-01-01,4.46,Ford,Fusion,SE
299,2017 Volkswagen Passat 1.8T R-Line,Used,"27,620 mi.",14998,Gray,Black,Automatic,Sedan,2017-01-01,3.46,Volkswagen,Passat,R-Line
300,2013 Ford Flex SEL,Used,"94,419 mi.",14757,Red,Black,Automatic,SUV,2013-01-01,7.46,Ford,Flex,SEL
301,2014 Ford Focus SE,Used,"46,715 mi.",8773,Blue,Black,Manual,Hatchback,2014-01-01,6.46,Ford,Focus,SE
302,2016 Subaru Outback 2.5i Limited,Used,"41,762 mi.",14991,Blue,White,CVT,SUV,2016-01-01,4.46,Subaru,Outback,Limited
303,2012 Volkswagen Jetta SportWagen TDI,Used,"69,074 mi.",7991,Silver,Black,Automatic,Wagon,2012-01-01,8.47,Volkswagen,Jetta,TDI
304,2003 Saab 9-3 SE,Used,"103,453 mi.",4995,Silver,Black,Automatic,Convertible,2003-01-01,17.47,Saab,9-3,SE
305,2005 INFINITI G35 Base,Used,"162,930 mi.",4995,Blue,Beige,Automatic,Coupe,2005-01-01,15.47,INFINITI,G35,Base
306,2017 Hyundai Sonata Base,Used,"76,414 mi.",10995,Silver,Gray,Automatic,Sedan,2017-01-01,3.46,Hyundai,Sonata,Base
307,2014 Hyundai Sonata GLS,Used,"100,854 mi.",9995,Blue,Gray,Automatic,Sedan,2014-01-01,6.46,Hyundai,Sonata,GLS
308,2010 Honda Fit Sport,Used,"71,547 mi.",9988,Red,Gray,Automatic,Hatchback,2010-01-01,10.47,Honda,Fit,Sport
309,2015 Kia Forte LX,Used,"73,509 mi.",9988,White,Black,Automatic,Sedan,2015-01-01,5.46,Kia,Forte,LX
310,2009 Volkswagen Jetta Wolfsburg Edition,Used,"89,075 mi.",6995,Black,Gray,Automatic,Sedan,2009-01-01,11.47,Volkswagen,Jetta,Edition
311,2002 Toyota Sienna LE,Used,"60,279 mi.",7988,Silver,Gray,Automatic,Minivan,2002-01-01,18.47,Toyota,Sienna,LE
312,1990 Toyota Pickup SR5,Used,"280,076 mi.",7988,Black,Gray,Manual,Extended Cab Pickup,1990-01-01,30.48,Toyota,Pickup,SR5
313,2012 Chevrolet Impala LT,Used,"50,673 mi.",9688,Black,Black,Automatic,Sedan,2012-01-01,8.47,Chevrolet,Impala,LT
314,2018 Nissan Sentra S,Used,"50,300 mi.",10744,Silver,Black,CVT,Sedan,2018-01-01,2.46,Nissan,Sentra,S
315,2019 Nissan Sentra S,Used,"17,880 mi.",13732,Silver,Black,CVT,Sedan,2019-01-01,1.46,Nissan,Sentra,S
316,2009 Dodge Grand Caravan SE,Used,"165,821 mi.",4995,White,Black,Automatic,Minivan,2009-01-01,11.47,Dodge,Grand,SE
317,2007 Dodge Caliber Base,Used,"98,762 mi.",4450,Red,Black,CVT,Hatchback,2007-01-01,13.47,Dodge,Caliber,Base
318,2016 Ford Fusion SE,Used,"85,122 mi.",11750,Other,Other,Automatic,Sedan,2016-01-01,4.46,Ford,Fusion,SE
319,2009 Subaru Forester 2.5X,Used,"115,385 mi.",7995,Other,Other,Automatic,SUV,2009-01-01,11.47,Subaru,Forester,2.5X
320,2016 Kia Optima LX,Used,"52,537 mi.",11475,Black,Black,Automatic,Sedan,2016-01-01,4.46,Kia,Optima,LX
321,2013 Acura ILX 2.0L,Used,"49,113 mi.",13491,Black,Black,Automatic,Sedan,2013-01-01,7.46,Acura,ILX,2.0L
322,2014 Ford Focus Titanium,Used,"81,843 mi.",8990,Black,Black,Automatic,Sedan,2014-01-01,6.46,Ford,Focus,Titanium
323,2007 Cadillac Escalade,Used,"148,639 mi.",9991,Brown,Brown,Automatic,SUV,2007-01-01,13.47,Cadillac,Escalade,Escalade
324,2014 Dodge Dart AERO,Used,"61,954 mi.",10599,Silver,Black,Automatic,Sedan,2014-01-01,6.46,Dodge,Dart,AERO
325,2019 Hyundai Elantra SEL,Used,"36,450 mi.",13330,White,Black,Automatic,Sedan,2019-01-01,1.46,Hyundai,Elantra,SEL
326,2019 Hyundai Accent SE,Used,"33,820 mi.",11730,Silver,Black,Automatic,Sedan,2019-01-01,1.46,Hyundai,Accent,SE
327,2011 Chevrolet Malibu LT,Used,"72,198 mi.",6991,Blue,Black,Automatic,Sedan,2011-01-01,9.47,Chevrolet,Malibu,LT
328,2013 Ford Taurus SE,Used,"58,550 mi.",7900,White,Beige,Automatic,Sedan,2013-01-01,7.46,Ford,Taurus,SE
329,2015 Nissan Leaf SL,Used,"84,187 mi.",7599,Red,Other,Automatic,Hatchback,2015-01-01,5.46,Nissan,Leaf,SL
330,2017 Nissan Rogue SV,Used,"47,619 mi.",14950,Silver,Gray,CVT,SUV,2017-01-01,3.46,Nissan,Rogue,SV
331,2019 Kia Forte LXS,Used,"11,902 mi.",14780,Red,Black,CVT,Sedan,2019-01-01,1.46,Kia,Forte,LXS
332,2011 Lexus ES 350 Base,Used,"60,083 mi.",11950,Brown,Beige,Automatic,Sedan,2011-01-01,9.47,Lexus,ES,Base
333,2013 Ford Fusion Hybrid SE,Used,"32,369 mi.",12998,Silver,Black,CVT,Sedan,2013-01-01,7.46,Ford,Fusion,SE
334,2008 BMW 528 i,Used,"47,958 mi.",14999,Black,Black,Automatic,Sedan,2008-01-01,12.47,BMW,528,i
335,2015 Chevrolet Malibu 2LT,Used,"61,037 mi.",11990,Beige,Brown,Automatic,Sedan,2015-01-01,5.46,Chevrolet,Malibu,2LT
336,2015 Toyota Yaris LE,Used,"73,149 mi.",11460,Other,Other,Automatic,Hatchback,2015-01-01,5.46,Toyota,Yaris,LE
337,2017 FIAT 500e Battery Electric,Used,"12,546 mi.",7888,Other,Black,Automatic,Hatchback,2017-01-01,3.46,FIAT,500e,Electric
338,2008 Ford Escape XLT,Used,"99,312 mi.",6495,Brown,Beige,Automatic,SUV,2008-01-01,12.47,Ford,Escape,XLT
339,2016 Ford Fusion Titanium,Used,"68,470 mi.",12995,White,Beige,Automatic,Sedan,2016-01-01,4.46,Ford,Fusion,Titanium
340,2017 Kia Forte LX,Used,"35,310 mi.",9995,White,Gray,Automatic,Sedan,2017-01-01,3.46,Kia,Forte,LX
341,2017 FIAT 500e Battery Electric,Used,"24,250 mi.",8588,White,Black,Automatic,Hatchback,2017-01-01,3.46,FIAT,500e,Electric
342,2013 Ford Flex SEL,Used,"100,282 mi.",10995,Gray,Black,Automatic,SUV,2013-01-01,7.46,Ford,Flex,SEL
343,2016 Ford Fusion SE,Used,"39,901 mi.",12995,White,Black,Automatic,Sedan,2016-01-01,4.46,Ford,Fusion,SE
344,2013 Scion FR-S SPOILER DELETE 2 OWNERS,Used,"117,472 mi.",12995,Silver,Gray,Manual,Coupe,2013-01-01,7.46,Scion,FR-S,OWNERS
345,2011 Mercedes-Benz ML 350 4MATIC,Used,"138,817 mi.",8995,White,Black,Automatic,SUV,2011-01-01,9.47,Mercedes-Benz,ML,4MATIC
346,2016 Ford Fusion SE,Used,"42,648 mi.",12884,Black,Other,Automatic,Sedan,2016-01-01,4.46,Ford,Fusion,SE
347,2016 Ford Fusion SE,Used,"79,459 mi.",9995,Silver,Other,Automatic,Sedan,2016-01-01,4.46,Ford,Fusion,SE
348,2014 INFINITI QX60 Base,Used,"93,165 mi.",14790,Black,Gray,CVT,SUV,2014-01-01,6.46,INFINITI,QX60,Base
349,2018 Kia Optima LX,Used,"48,529 mi.",12790,White,Black,Automatic,Sedan,2018-01-01,2.46,Kia,Optima,LX
350,2014 Ford Fusion Hybrid SE,Used,"114,664 mi.",8990,Gray,Black,CVT,Sedan,2014-01-01,6.46,Ford,Fusion,SE
351,2018 FIAT 500 Lounge,Used,"6,122 mi.",12990,White,Black,Automatic,Hatchback,2018-01-01,2.46,FIAT,500,Lounge
352,2016 Buick Encore Base,Used,"35,989 mi.",12990,Gray,Black,Automatic,SUV,2016-01-01,4.46,Buick,Encore,Base
353,2015 Kia Soul Base,Used,"22,555 mi.",9988,Brown,Other,Automatic,Wagon,2015-01-01,5.46,Kia,Soul,Base
354,2017 FIAT 500e Battery Electric,Used,"30,797 mi.",7990,White,Black,Automatic,Hatchback,2017-01-01,3.46,FIAT,500e,Electric
355,2019 Nissan Rogue Sport S,Used,"20,943 mi.",14990,Blue,Gray,CVT,SUV,2019-01-01,1.46,Nissan,Rogue,S
356,2010 Cadillac CTS Premium,Used,"139,187 mi.",7890,Gray,Black,Automatic,Sedan,2010-01-01,10.47,Cadillac,CTS,Premium
357,2011 Buick Regal CXL-1XL,Used,"56,079 mi.",8900,Blue,Black,Automatic,Sedan,2011-01-01,9.47,Buick,Regal,CXL-1XL
358,2013 Lincoln MKZ Hybrid Base,Used,"58,283 mi.",14283,Red,Other,CVT,Sedan,2013-01-01,7.46,Lincoln,MKZ,Base
359,2012 Chrysler 200 Touring,Used,"64,189 mi.",8987,Blue,Other,Automatic,Sedan,2012-01-01,8.47,Chrysler,200,Touring
360,2012 Toyota Prius Two,Used,"58,322 mi.",12890,Blue,Gray,CVT,Hatchback,2012-01-01,8.47,Toyota,Prius,Two
361,2014 Toyota RAV4 LE,Used,"114,918 mi.",11500,Gray,Gray,Automatic,SUV,2014-01-01,6.46,Toyota,RAV4,LE
362,2015 Dodge Grand Caravan SXT,Used,"53,638 mi.",13620,Black,Black,Automatic,Minivan,2015-01-01,5.46,Dodge,Grand,SXT
363,2012 Honda Fit Sport,Used,"57,227 mi.",10998,Orange,Black,Automatic,Hatchback,2012-01-01,8.47,Honda,Fit,Sport
364,2014 Ford Fusion SE,Used,"85,125 mi.",9596,Blue,Black,Automatic,Sedan,2014-01-01,6.46,Ford,Fusion,SE
365,2011 Volkswagen Jetta SportWagen SE,Used,"81,619 mi.",8500,Black,Black,Automatic,Wagon,2011-01-01,9.47,Volkswagen,Jetta,SE
366,2014 Chevrolet Impala 2LT,Used,"86,744 mi.",12126,White,Black,Automatic,Sedan,2014-01-01,6.46,Chevrolet,Impala,2LT
367,2006 Audi A4 2.0T quattro,Used,"84,021 mi.",6991,Other,Gray,Automatic,Sedan,2006-01-01,14.47,Audi,A4,quattro
368,2015 Dodge Dart SXT,Used,"49,817 mi.",13599,Black,Black,Automatic,Sedan,2015-01-01,5.46,Dodge,Dart,SXT
369,2014 Dodge Dart SE,Used,"78,234 mi.",7945,Gray,Black,Automatic,Sedan,2014-01-01,6.46,Dodge,Dart,SE
370,2014 Volkswagen Passat 2.0L TDI SE,Volkswagen Certified,"39,932 mi.",13788,White,Black,Automatic,Sedan,2014-01-01,6.46,Volkswagen,Passat,SE
371,2013 Audi allroad 2.0T Premium quattro,Used,"94,212 mi.",13587,White,Black,Automatic,Wagon,2013-01-01,7.46,Audi,allroad,quattro
372,2014 Nissan Rogue SV,Used,"78,949 mi.",12997,Red,Gray,CVT,SUV,2014-01-01,6.46,Nissan,Rogue,SV
373,2012 Scion iQ Base,Used,"73,255 mi.",7499,Black,Black,CVT,Hatchback,2012-01-01,8.47,Scion,iQ,Base
374,2012 Honda Civic LX,Used,"47,930 mi.",10600,White,Gray,Automatic,Sedan,2012-01-01,8.47,Honda,Civic,LX
375,2013 Volvo S60 T5 Premier,Used,"56,421 mi.",12500,Brown,Black,Automatic,Sedan,2013-01-01,7.46,Volvo,S60,Premier
376,2016 smart ForTwo Passion,Used,"30,011 mi.",9525,Yellow,Black,Automatic,Coupe,2016-01-01,4.46,smart,ForTwo,Passion
377,2012 Honda Accord EX-L,Used,"70,333 mi.",10963,Black,Black,Automatic,Coupe,2012-01-01,8.47,Honda,Accord,EX-L
378,2002 Ford Focus SE,Used,"216,243 mi.",1000,Gray,Black,Automanual,Sedan,2002-01-01,18.47,Ford,Focus,SE
379,2014 Ford Fusion SE,Used,"116,579 mi.",7999,Blue,Black,Automatic,Sedan,2014-01-01,6.46,Ford,Fusion,SE
380,2013 Chrysler 200 Touring,Used,"106,820 mi.",6999,Red,Black,Automatic,Sedan,2013-01-01,7.46,Chrysler,200,Touring
381,2012 Jeep Liberty Limited,Used,"87,916 mi.",11999,Gray,Gray,Automatic,SUV,2012-01-01,8.47,Jeep,Liberty,Limited
382,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Used,"67,925 mi.",9990,Gray,Black,Manual,Sedan,2014-01-01,6.46,Volkswagen,Passat,w/Sunroof
